-102.0,4591475.360050558,5825304.276849437,15
-108.0,4596387.6423216285,5825403.044626639,15
-116.0,4594762.48553344,5819165.64489734,15
-118.0,4596433.229499593,5818408.372663687,15
-120.0,4596239.095966571,5818477.686878432,15
-126.0,4594262.3194850525,5816909.629752453,15
-128.0,4601262.286949849,5811286.725900339,15
-130.0,4599161.283838103,5819438.293444023,15
-132.0,4598550.388183274,5819730.117985808,15
-134.0,4585713.3696100665,5821649.707969626,15
-136.0,4597886.273870735,5819555.7322302945,15
-138.0,4597443.5117468275,5819458.405579208,15
-140.0,4595863.968051642,5822862.158361288,15
-142.0,4595866.790888724,5822877.127622399,15
-144.0,4586269.969971392,5820523.816031132,15
-146.0,4585424.763087747,5812086.223846379,15
-148.0,4606548.004931539,5813602.1478055,15
-150.0,4597547.3985893475,5820419.4492987,15
-152.0,4596382.308581941,5822345.796563122,15
-158.0,4604902.475816117,5824867.429836555,15
-160.0,4602668.881385605,5820737.197969743,15
-162.0,4594633.724600246,5825549.121191592,15
-164.0,4591475.431666597,5825280.093468347,15
-166.0,4591934.7878604345,5825135.58053391,15
-168.0,4590876.404691144,5824189.275161121,15
-170.0,4602825.464243084,5814663.326710351,15
-172.0,4590389.524586698,5830188.668064033,15
-174.0,4598838.444128603,5814216.15157095,15
-176.0,4595500.806532906,5809792.5331219975,15
-190.0,4599889.771043381,5817773.82044693,15
-192.0,4589922.049107685,5820585.751805191,15
-194.0,4590681.821802184,5822105.936169597,15
-196.0,4592622.090887833,5821964.799168972,15
-198.0,4592493.040248741,5821962.196867999,15
-200.0,4592099.60241167,5822044.397790338,15
-202.0,4583388.574634396,5823445.391790949,15
-204.0,4583391.30236096,5823429.846325696,15
-212.0,4581243.274603662,5822923.5064667715,15
-214.0,4581282.011625461,5822896.537441878,15
-216.0,4595258.024390471,5809863.756536674,15
-218.0,4596824.848814277,5823772.873677158,15
-222.0,4596869.323579447,5822853.570127294,15
-224.0,4592428.491923407,5818218.625093343,15
-226.0,4587865.1468113065,5817454.602591245,15
-232.0,4599284.851359016,5811876.15566927,15
-234.0,4589115.299255184,5820042.844276996,15
-236.0,4589156.90911453,5820050.644889272,15
-238.0,4596014.883636646,5822251.363797313,15
-240.0,4596052.123253194,5822271.570377119,15
-242.0,4597712.637822852,5821445.817471539,15
-248.0,4587103.197707423,5820616.662345833,15
-250.0,4605313.845924359,5811467.340210638,15
-258.0,4594730.427287167,5820626.075318305,15
-260.0,4589711.615227182,5819306.166883165,15
-262.0,4589818.608259437,5819327.521905514,15
-98.0,4594025.087395295,5825760.165139644,15
100032633.0,4600871.598674968,5820985.072896418,16
100084379.0,4598156.933182545,5824551.206289462,16
100084467.0,4598159.142762924,5824593.333444051,16
100148217.0,4603010.026634742,5816126.63801279,16
100148221.0,4603022.711520408,5816140.215803074,16
100149263.0,4602958.849268927,5815678.561819914,16
100150570.0,4603036.80839973,5816127.299735924,16
100154846.0,4602745.10155396,5814429.39151463,16
100157291.0,4602851.717485055,5814542.734216534,16
100157292.0,4602888.392486723,5814573.709186652,16
100157398.0,4602915.7403081395,5814547.735969955,16
100159422.0,4602124.958601468,5813044.752530619,16
100159780.0,4602108.909399906,5812918.481429409,16
100167360.0,4600392.664977589,5814672.843736573,16
100167375.0,4601280.43960536,5814152.622791307,16
100167392.0,4602809.764151365,5813428.799061016,16
100745597.0,4619539.813167836,5814420.433577229,16
100745618.0,4620097.3755412465,5813613.811018204,16
100896691.0,4594259.143821547,5819537.01386076,16
100896692.0,4594272.868974067,5819545.591359086,16
100912392.0,4594230.986347974,5819575.438394756,16
100914124.0,4594243.593555965,5819583.515772944,16
101212646.0,4597038.017202325,5825756.997286324,16
101213421.0,4597260.807882094,5825894.342124569,16
101333380.0,4604927.562959703,5812461.778264367,16
101471629.0,4592028.5745056495,5819455.121127354,16
101471630.0,4592004.232404804,5819572.126351683,16
101472351.0,4591984.677623584,5819634.508403233,16
101472541.0,4592035.965022221,5819402.917298197,16
101478520.0,4591652.936456083,5819585.476205967,16
101479834.0,4591445.095530353,5819424.116800937,16
101479835.0,4591407.834798468,5819409.85591491,16
101479836.0,4591370.918110824,5819400.454197624,16
101480201.0,4591512.56970117,5819348.981077303,16
101480266.0,4591521.814600657,5819403.5880109165,16
101480420.0,4591499.742460657,5819416.220357711,16
102344317.0,4595944.234754438,5824065.959899857,16
102345012.0,4595919.973742875,5824075.034507163,16
102907246.0,4643400.13008696,5811711.6936570825,16
102918588.0,4588881.36070809,5820637.852643921,16
102918591.0,4588867.193472057,5820750.859838973,16
102918596.0,4588823.935669461,5820984.806532662,16
102918598.0,4588805.000423054,5821186.540140692,16
103553858.0,4591906.648075346,5819844.419569735,16
103553865.0,4591848.458298338,5819902.116670318,16
103554408.0,4591861.566080864,5819896.296371022,16
103561134.0,4593083.500066765,5820032.02934649,16
105789410.0,4605842.851252911,5812177.40330049,16
107274447.0,4597184.0727935005,5822265.724447169,16
107298813.0,4587455.682491316,5822900.468555892,16
107719854.0,4594254.118238238,5774901.2148848595,16
109054361.0,4622363.325769519,5806891.564008192,16
110047523.0,4559188.669122357,5805643.793834062,16
110057069.0,4552267.061298563,5801874.696497542,16
110057086.0,4552246.539363568,5801844.792166034,16
110057110.0,4552246.895661192,5801883.273686373,16
110958216.0,4624079.4447088735,5811792.602356576,16
115953512.0,4578340.929510408,5799777.676163012,16
119860685.0,4641425.632349276,5819144.350034312,11
119860938.0,4643198.378402918,5820537.068714923,11
120086731.0,4639203.492314513,5812337.261183636,11
122087860.0,4597351.488050833,5819416.600793857,11
122087872.0,4594775.951810257,5819026.148514543,11
122341666.0,4600561.954556789,5817055.120054169,11
122341674.0,4600575.674653209,5817068.779376528,11
122341702.0,4602171.8087616265,5815220.521520082,11
122341777.0,4599871.686521388,5817793.019345237,11
122399499.0,4635559.2288304735,5797145.962905157,11
122413825.0,4636492.714418666,5794223.870513431,11
122569285.0,4630833.377007073,5808939.241740566,11
124146774.0,4595235.358783081,5827177.601791751,11
12456377.0,4555685.410380137,5801480.936655793,24
12456388.0,4565469.7666850975,5824774.906295283,24
12456389.0,4566013.294680165,5826997.883501347,24
125560338.0,4591476.35386364,5817474.206332752,11
12614600.0,4598355.496513421,5822462.151897164,24
12614606.0,4600686.528013063,5820996.9868933875,24
12614629.0,4603214.115053512,5820777.666326638,24
12614635.0,4603212.175858494,5821106.428727847,24
12614652.0,4603215.181495649,5820885.464425172,24
12614668.0,4603235.015180708,5821105.985497616,24
12614672.0,4603237.862709468,5820773.5023541115,24
12614675.0,4603122.644807623,5820711.832105256,24
12614678.0,4602819.205973965,5820724.685643346,24
12614682.0,4603110.057728922,5820681.281762852,24
12614683.0,4600359.445386788,5821047.54960485,24
12615161.0,4597127.657693584,5825249.196165054,24
12615162.0,4596999.572029145,5824773.99989957,24
12615168.0,4597174.05933921,5828823.492437711,24
12615171.0,4597034.751754869,5825774.929869599,24
12615173.0,4597095.910929208,5825167.161828904,24
12615175.0,4596989.3628344145,5828427.192193827,24
12615185.0,4596986.997487549,5828320.741730938,24
12615195.0,4596930.794840445,5828724.429384786,24
12615197.0,4597277.509748962,5829005.477229535,24
126364048.0,4587712.669104654,5815661.5725158015,11
126445437.0,4591908.881184043,5817592.730061502,11
12696800.0,4596306.726854694,5835849.711618169,24
12696804.0,4598178.573565406,5831944.4738485105,24
12696816.0,4596775.523394067,5833698.734727818,24
12696825.0,4597008.028722833,5833201.741906943,24
12696836.0,4596693.24278931,5834720.27982693,24
12696845.0,4596293.280356328,5836051.971023399,24
12696875.0,4596953.210385395,5833298.0763421,24
12696881.0,4596716.083736703,5834557.430087336,24
127896119.0,4561104.490996434,5801178.7589271935,11
129939559.0,4596543.38253566,5815130.730031508,11
130074030.0,4589025.934090774,5818104.478440039,11
130097525.0,4590267.9167455975,5815253.25891104,11
130101293.0,4592613.053602073,5816570.551069207,11
130101301.0,4592715.320421057,5816547.204578474,11
132477724.0,4577114.514817402,5804913.044570446,11
134618278.0,4602677.063223078,5836289.630355839,11
138436574.0,4599685.173070293,5810754.5697854925,11
138436578.0,4599540.901238811,5810831.941461984,11
138457829.0,4600660.133059435,5810403.949002264,11
138457830.0,4600648.298717936,5810411.275435172,11
138496266.0,4601002.557920578,5811302.257288448,11
138496279.0,4599954.483663299,5811498.538745392,11
138496287.0,4600991.94494206,5811292.912833991,11
138498905.0,4600993.789765652,5811312.428293156,11
138498911.0,4600983.895658984,5811303.198779039,11
138498924.0,4599969.021784382,5811498.266435661,11
138498926.0,4599963.664310309,5811505.447742255,11
138498932.0,4599684.940447258,5811748.91574057,11
138502797.0,4600322.094423546,5812029.31938493,11
138506008.0,4600315.924409565,5812016.96168781,11
138506022.0,4599537.202338164,5810821.037225291,11
138507619.0,4599530.461295135,5810835.058193512,11
138507628.0,4600312.591831234,5812037.272808931,11
138509155.0,4599526.946022001,5810824.157678335,11
138514711.0,4598506.6148136845,5811395.017670337,11
138516476.0,4598514.426060561,5811384.110933625,11
138548526.0,4601903.538515961,5810202.911670737,11
138548551.0,4600306.675014121,5812023.506773406,11
138548556.0,4601139.486536403,5811125.218758776,11
138559855.0,4601149.769741798,5811113.865957021,11
138559856.0,4601158.6440147795,5811125.378761003,11
138559858.0,4601325.496228482,5811345.558330859,11
138559864.0,4601653.986620532,5811774.954308597,11
138559867.0,4601806.56422621,5811967.076167604,11
138559868.0,4601933.115204314,5812136.559438044,11
138562257.0,4601990.560194318,5812231.009465008,11
138562259.0,4601792.494532976,5811976.9802577505,11
138562262.0,4601641.605399757,5811784.459644062,11
138562267.0,4601314.055223119,5811353.993109467,11
138562268.0,4601148.080412793,5811136.469789988,11
138628551.0,4599960.837649581,5811490.865692041,11
142778783.0,4589096.246867994,5827545.5017571775,11
144581468.0,4585550.4938522875,5811351.812038952,11
144800239.0,4603500.277148234,5808408.765507653,11
146213656.0,4606901.111360922,5839990.196842721,11
146213663.0,4606906.383857309,5840011.973463326,11
146677692.0,4588302.335803229,5813427.708343241,11
146677696.0,4588310.29965456,5813416.299194464,11
148503980.0,4601247.681277259,5811267.749120758,11
148805586.0,4590481.719520472,5810908.037929044,11
148805652.0,4590459.763424903,5810906.198707701,11
148805661.0,4590226.452288496,5810287.067698863,11
148867066.0,4618563.740003538,5795695.801939056,11
150595023.0,4593380.616590603,5837824.349900061,11
150642669.0,4597488.97295045,5839448.357618148,11
150731280.0,4606802.333715212,5813509.315709279,11
150751448.0,4605078.555209492,5812277.710303183,11
150801884.0,4604666.419073794,5809951.734730553,11
150867005.0,4595967.468995577,5826826.120866019,11
150868425.0,4596404.57724415,5826928.210176434,11
150868427.0,4596419.231915958,5826935.165601626,11
150942623.0,4605599.04670378,5830831.214637622,11
150944687.0,4604937.489041603,5829987.456923972,11
150954568.0,4611787.839153945,5819519.7766485205,11
150954581.0,4610592.654728849,5815040.601593703,11
150955379.0,4611326.8850646345,5818890.982453949,11
150956211.0,4607082.404857442,5818276.266900823,11
150961651.0,4614197.879635389,5816405.450006719,11
150961657.0,4615131.058659794,5817168.663445084,11
150962029.0,4615289.886454364,5817604.294819186,11
150962031.0,4615319.801870519,5817586.163080234,11
150963269.0,4615882.541270165,5815397.788565066,11
150963278.0,4615103.377220882,5814488.020297274,11
151194571.0,4598237.271462103,5804462.460649844,11
151194573.0,4598242.981949528,5804474.3830349995,11
151230093.0,4596074.117467551,5803628.071856252,11
152428728.0,4606006.282297115,5814764.9623329295,9
153729730.0,4612826.557260453,5810371.551303416,9
153740065.0,4612735.691212338,5810436.477685552,9
153762625.0,4608455.85813627,5813688.903453299,9
153819641.0,4604718.509069386,5808502.175061945,9
153912064.0,4590193.575510951,5810019.429283292,9
153912065.0,4590223.615832101,5810037.4637499405,9
153912744.0,4590183.443610317,5810089.235747599,9
156867360.0,4586360.783719929,5819198.677634908,9
156869073.0,4586425.127147071,5819171.163333575,9
158707328.0,4605582.951265979,5811766.838422471,9
158710664.0,4603029.799861127,5811590.337919256,9
158710666.0,4603035.611443907,5811644.218544338,9
158710676.0,4602755.845087999,5811668.64242283,9
158710692.0,4594608.262513403,5815966.994663322,9
158727903.0,4588890.960185104,5824651.208411724,9
160189336.0,4593338.325018413,5837451.442659225,9
160503146.0,4595338.04736829,5821835.7369735865,9
160503259.0,4595311.530877172,5821543.5752545325,9
161921839.0,4593574.294054911,5819670.376831383,9
161921908.0,4593369.95285055,5819773.94237276,9
161922042.0,4592984.056979216,5820018.981201113,9
